prediction,w_ace,winner_name,loser_name,loser_ht,winner_ht,avg_aces,winner_rank,loser_rank,surface
6.056659424619339,6.0,Aaron Krickstein,Andrei Cherkasov,180.0,183.0,4.961240310077519,45,21,Carpet
5.140183603190151,3.0,Aaron Krickstein,Jonathan Stark,188.0,183.0,4.961240310077519,44,438,Hard
6.057983516045923,7.0,Aaron Krickstein,Goran Ivanisevic,193.0,183.0,4.961240310077519,47,15,Carpet
5.395067065001131,14.0,Aaron Krickstein,Andre Agassi,180.0,183.0,4.961240310077519,47,7,Hard
5.369903258491019,3.0,Aaron Krickstein,Simon Youl,185.0,183.0,4.961240310077519,28,85,Hard
4.003751391862572,0.0,Aaron Krickstein,Jan Siemerink,183.0,183.0,4.961240310077519,24,44,Clay
3.907866150281111,1.0,Aaron Krickstein,Lars Anders Wahlgren,193.0,183.0,4.961240310077519,24,204,Clay
4.010343502221298,1.0,Aaron Krickstein,Goran Prpic,180.0,183.0,4.961240310077519,24,33,Clay
4.025297224444207,1.0,Aaron Krickstein,Malivai Washington,180.0,183.0,4.961240310077519,14,27,Clay
5.390404398233895,8.0,Aaron Krickstein,Anders Jarryd,180.0,183.0,4.961240310077519,30,47,Hard
5.380524336677882,3.0,Aaron Krickstein,Wayne Ferreira,185.0,183.0,4.961240310077519,54,18,Hard
5.293628336494683,6.0,Aaron Krickstein,David Nainkin,183.0,183.0,4.961240310077519,54,163,Hard
5.4064878536181435,5.0,Aaron Krickstein,Sergi Bruguera,188.0,183.0,4.961240310077519,38,5,Hard
5.39869717773965,1.0,Aaron Krickstein,Alexander Volkov,188.0,183.0,4.961240310077519,38,18,Hard
5.185478041127714,4.0,Aaron Krickstein,Mark Merklein,188.0,183.0,4.961240310077519,40,370,Hard
7.004290160081679,16.0,Aaron Krickstein,Olivier Delaitre,170.0,183.0,4.961240310077519,31,71,Grass
5.338044093084537,6.0,Aaron Krickstein,Nicklas Kulti,190.0,183.0,4.961240310077519,36,123,Hard
5.387150863215822,21.0,Aaron Krickstein,Jacco Eltingh,188.0,183.0,4.961240310077519,45,24,Hard
9.762316397207728,13.0,Adam Malik,Tomas Nydahl,185.0,193.0,10.0,844,148,Carpet
1.7342633695116656,2.0,Adrian Garcia,Kim Tiilikainen,180.0,175.0,3.0,288,285,Clay
5.752826900977597,3.0,Adrian Mannarino,Andreas Seppi,190.0,183.0,5.5227272727272725,181,28,Hard
5.670125880113586,7.0,Adrian Mannarino,Rik De Voest,180.0,183.0,5.5227272727272725,181,166,Hard
5.756999602927612,10.0,Adrian Mannarino,Pere Riba,183.0,183.0,5.5227272727272725,152,76,Hard
7.496514039562538,3.0,Adrian Mannarino,Ernests Gulbis,190.0,183.0,5.5227272727272725,54,78,Grass
5.8546725542295945,7.0,Adrian Mannarino,Dmitry Tursunov,185.0,183.0,5.5227272727272725,85,40,Hard
5.840581305390243,5.0,Adrian Mannarino,Leonardo Mayer,188.0,183.0,5.5227272727272725,61,109,Hard
7.433652112728112,4.0,Adrian Mannarino,Conor Niland,185.0,183.0,5.5227272727272725,55,181,Grass
5.87031666893999,1.0,Adrian Mannarino,Gilles Simon,183.0,183.0,5.5227272727272725,86,12,Hard
5.873667383090686,11.0,Adrian Mannarino,Horacio Zeballos,188.0,183.0,5.5227272727272725,63,50,Hard
