prediction,w_ace,winner_name,loser_name,loser_ht,winner_ht,avg_aces,winner_rank,loser_rank,surface
5.3645437812854695,4.0,Aaron Krickstein,Wayne Ferreira,185.0,183.0,4.961240310077519,50,68,Hard
5.373064031931081,1.0,Aaron Krickstein,Jason Stoltenberg,185.0,183.0,4.961240310077519,20,107,Hard
3.641703318432863,5.0,Aaron Krickstein,Marc Rosset,201.0,183.0,4.961240310077519,48,30,Clay
5.491114705752947,9.0,Aaron Krickstein,Richey Reneberg,180.0,183.0,4.961240310077519,50,20,Hard
5.933780312389081,3.0,Aaron Krickstein,Jakob Hlasek,188.0,183.0,4.961240310077519,47,17,Carpet
5.682309658633039,12.0,Aaron Krickstein,Jaime Yzaga,170.0,183.0,4.961240310077519,47,38,Hard
3.945049419451208,10.0,Aaron Krickstein,Jan Gunnarsson,185.0,183.0,4.961240310077519,15,114,Clay
5.388566403394421,1.0,Aaron Krickstein,Henrik Holm,183.0,183.0,4.961240310077519,28,135,Hard
5.534081061061778,6.0,Aaron Krickstein,Cristiano Caratti,178.0,183.0,4.961240310077519,34,43,Hard
5.425738680300161,2.0,Aaron Krickstein,Todd Witsken,183.0,183.0,4.961240310077519,14,95,Hard
3.9995563783718238,2.0,Aaron Krickstein,Todd Witsken,183.0,183.0,4.961240310077519,15,88,Clay
5.435022336099701,0.0,Aaron Krickstein,Gianluca Pozzi,180.0,183.0,4.961240310077519,78,68,Hard
5.388960805687583,3.0,Aaron Krickstein,Wayne Ferreira,185.0,183.0,4.961240310077519,54,18,Hard
6.9178866707265385,7.0,Aaron Krickstein,Alexander Volkov,188.0,183.0,4.961240310077519,100,20,Grass
7.083888689422322,14.0,Aaron Krickstein,Malivai Washington,180.0,183.0,4.961240310077519,94,18,Grass
5.324282239389536,3.0,Aaron Krickstein,Alex Antonitsch,188.0,183.0,4.961240310077519,29,72,Hard
5.211122243676339,7.0,Aaron Krickstein,Ellis Ferreira,188.0,183.0,4.961240310077519,32,265,Hard
